Дата,Средняя температура,Эффективная температура
2020-03-14,13.387556543466864,13.387556543466864
2020-04-27,15.140249177977102,15.140249177977102
2022-07-27,23.353841011174232,23.353841011174232
2021-06-19,15.84711247486737,15.84711247486737
2020-04-21,19.395444312418313,19.395444312418313
2021-05-24,19.499622078613115,19.499622078613115
2021-05-27,22.922544056041552,22.922544056041552
2022-07-05,16.9987641806189,16.9987641806189
2021-07-09,24.35871622549265,24.35871622549265
2021-07-06,17.01844767305251,17.01844767305251
2020-12-20,16.037690828670446,16.037690828670446
2022-08-28,21.14208867499703,21.14208867499703
2020-01-09,17.69390272432546,17.69390272432546
2021-08-04,29.045242905100213,29.045242905100213
2020-02-26,14.212607583805276,14.212607583805276
2021-07-30,21.61516642077744,21.61516642077744
2021-12-06,20.167921763626882,20.167921763626882
2021-10-13,22.596183702751492,22.596183702751492
2020-03-25,17.859756109445446,17.859756109445446
2020-08-16,20.758577353011237,20.758577353011237
2020-06-08,21.774452939490867,21.774452939490867
2020-07-24,23.88625393096796,23.88625393096796
2020-05-05,14.184434405895562,14.184434405895562
2021-11-19,18.084474304486683,18.084474304486683
2022-06-06,25.951654901161678,25.951654901161678
2021-04-18,16.087670619770407,16.087670619770407
2020-09-01,18.669424165122077,18.669424165122077
2021-08-20,20.50929883090322,20.50929883090322
2022-03-08,15.122519518559475,15.122519518559475
2020-07-14,26.694458738387535,26.694458738387535
2020-07-21,27.063414623556895,27.063414623556895
2020-03-22,16.44006828201284,16.44006828201284
2021-04-29,27.935585139749048,27.935585139749048
2021-03-19,26.376438508569372,26.376438508569372
2021-08-01,19.044920759848765,19.044920759848765
2020-07-20,17.915694483395782,17.915694483395782
2020-07-05,23.35682060822533,23.35682060822533
2021-05-31,22.99965715363406,22.99965715363406
2022-04-01,14.784539697512386,14.784539697512386
2022-08-25,20.6972109582672,20.6972109582672
2020-08-04,21.685229602715804,21.685229602715804
2020-02-20,19.28917867996876,19.28917867996876
2022-02-22,19.1320712314133,19.1320712314133
2021-11-03,20.110179989507643,20.110179989507643
2021-06-15,19.186222347432714,19.186222347432714
2020-11-10,20.634874610408264,20.634874610408264
2020-07-19,17.967485822713186,17.967485822713186
2020-08-11,22.575267241494878,22.575267241494878
2021-08-10,18.263127810857206,18.263127810857206
2022-09-10,13.816761426519026,13.816761426519026
2021-11-30,12.118333527429378,12.118333527429378
2022-04-06,21.15449726933778,21.15449726933778
2020-08-21,17.910910825953003,17.910910825953003
2021-08-07,28.66618723213757,28.66618723213757
2022-09-01,17.44053663883229,17.44053663883229
2021-03-06,15.60583304648462,15.60583304648462
2022-05-24,20.200410219951447,20.200410219951447
2021-07-04,18.464883743626245,18.464883743626245
2021-08-31,19.44506801645301,19.44506801645301
2020-07-26,24.29459863903929,24.29459863903929
2021-01-17,22.83512234174365,22.83512234174365
2022-09-21,15.659369564412929,15.659369564412929
2022-09-09,18.907252197031458,18.907252197031458
2020-02-17,24.270199933033318,24.270199933033318
2021-06-05,16.834930760179827,16.834930760179827
2021-09-28,14.592572826954768,14.592572826954768
2020-01-20,16.405965201299793,16.405965201299793
2021-01-01,23.80540509553161,23.80540509553161
2020-12-06,22.64418773438192,22.64418773438192
2022-08-10,18.421273252446586,18.421273252446586
2021-11-06,17.436624701658083,17.436624701658083
2020-11-02,15.987855486636603,15.987855486636603
2022-04-15,23.846149498591984,23.846149498591984
2021-03-05,11.999277556600227,11.999277556600227
2022-04-03,13.821003555612243,13.821003555612243
2020-10-31,18.987520320639405,18.987520320639405
2020-12-21,32.60888167879228,32.60888167879228
2020-06-26,27.914277925443212,27.914277925443212
2022-08-03,17.76243464546401,17.76243464546401
2020-03-01,29.76314937189757,29.76314937189757
2020-11-05,17.314789927911796,17.314789927911796
2022-06-11,19.153555842792986,19.153555842792986
2020-10-28,14.525455651611184,14.525455651611184
2022-07-09,23.32150792655045,23.32150792655045
2021-08-17,13.519087000378356,13.519087000378356
2022-01-31,26.404607061970673,26.404607061970673
2020-04-17,18.685518180591888,18.685518180591888
2022-01-17,15.825635878731562,15.825635878731562
2022-09-15,15.786415842436933,15.786415842436933
2022-03-17,16.376281468202166,16.376281468202166
2020-04-09,20.89404176141673,20.89404176141673
2020-09-07,9.61854708488065,9.61854708488065
2022-04-13,23.8189905454728,23.8189905454728
2021-04-19,21.143920589488214,21.143920589488214
2021-12-04,17.359217716972047,17.359217716972047
2022-07-30,21.460559220476604,21.460559220476604
2021-01-18,23.727464198214427,23.727464198214427
2021-11-11,12.111074733414535,12.111074733414535
2020-06-30,21.38574349242797,21.38574349242797
2020-01-13,17.235540519141384,17.235540519141384
2021-09-05,16.194955136560583,16.194955136560583
2020-03-26,13.972457052683346,13.972457052683346
2020-11-16,18.067059367249602,18.067059367249602
2021-10-11,15.628214066991044,15.628214066991044
2021-12-11,26.559951569556137,26.559951569556137
2021-01-20,29.387150910591224,29.387150910591224
2022-06-09,16.852091152513438,16.852091152513438
2021-03-15,29.35728739590209,29.35728739590209
2020-05-15,15.373801140589396,15.373801140589396
2021-07-21,16.409265444988133,16.409265444988133
2020-10-25,14.323871584338223,14.323871584338223
2020-06-09,15.897610183706664,15.897610183706664
2020-09-25,21.260841001581742,21.260841001581742
2021-10-20,27.060138853812425,27.060138853812425
2022-09-23,19.74491519107514,19.74491519107514
2021-10-03,22.873177396111885,22.873177396111885
2022-06-25,22.36739275351617,22.36739275351617
2022-03-16,18.939669912307256,18.939669912307256
2022-06-12,24.799111353894354,24.799111353894354
2021-01-24,17.101850833433765,17.101850833433765
2020-05-01,15.532534086309141,15.532534086309141
2022-04-17,16.64089309693071,16.64089309693071
2020-07-06,21.19964418306485,21.19964418306485
2020-01-17,24.01842332886635,24.01842332886635
2022-02-12,19.05435520522312,19.05435520522312
2021-05-08,22.438466169799852,22.438466169799852
2020-12-07,14.25665261876448,14.25665261876448
2021-03-02,8.13170157080052,8.13170157080052
2021-04-12,22.349977259362255,22.349977259362255
2020-04-16,22.53751724836025,22.53751724836025
2021-02-12,17.542856039684168,17.542856039684168
2020-01-24,9.706778598808587,9.706778598808587
2022-04-11,24.77180209893737,24.77180209893737
2020-03-10,21.446820594469738,21.446820594469738
2022-06-19,20.09603420872154,20.09603420872154
2021-11-07,21.323950067835685,21.323950067835685
2022-03-12,21.58170041424638,21.58170041424638
2021-08-22,25.421171682282047,25.421171682282047
2021-10-05,24.0411172899718,24.0411172899718
2020-12-05,16.743282213506976,16.743282213506976
2021-12-02,18.670260707243397,18.670260707243397
2022-05-23,27.504188209012465,27.504188209012465
2020-03-15,21.971545356338655,21.971545356338655
2020-08-06,17.18528573747339,17.18528573747339
2021-06-09,21.91185770172825,21.91185770172825
2020-09-22,27.165973142034012,27.165973142034012
2022-06-10,9.47036195491651,9.47036195491651
2020-04-20,14.11940920207273,14.11940920207273
2021-03-11,23.775864801291302,23.775864801291302
2022-09-07,12.567862625720746,12.567862625720746
2021-09-24,20.242578796591424,20.242578796591424
2020-07-04,25.21536861463431,25.21536861463431
2020-10-13,22.79240727508473,22.79240727508473
2021-08-05,24.188262388645867,24.188262388645867
2022-06-18,17.61072351538371,17.61072351538371
2021-04-04,17.98304044924507,17.98304044924507
2021-02-19,23.653249150378382,23.653249150378382
2020-03-02,13.230439445670386,13.230439445670386
2020-12-13,13.40417613279552,13.40417613279552
2020-12-15,11.73183238451244,11.73183238451244
2022-01-01,18.409192743513902,18.409192743513902
2021-12-17,28.536229724912733,28.536229724912733
2021-10-02,29.69541022141913,29.69541022141913
2022-03-15,7.7976025165657745,7.7976025165657745
2022-01-07,14.111805652462621,14.111805652462621
2020-11-25,20.560987981957112,20.560987981957112
2022-07-16,18.40493049267587,18.40493049267587
2020-05-14,25.91202711130068,25.91202711130068
2022-02-26,16.25795041571381,16.25795041571381
2022-02-03,12.281061929845185,12.281061929845185
2022-02-23,21.363355232740787,21.363355232740787
2020-02-27,22.04350342615107,22.04350342615107
2022-04-05,21.989829023045207,21.989829023045207
2022-07-17,25.8153126538054,25.8153126538054
2022-05-09,14.425970767338363,14.425970767338363
2022-02-25,25.529110261108627,25.529110261108627
2020-10-18,18.226088664354876,18.226088664354876
2020-02-16,15.78789387874035,15.78789387874035
2020-10-04,22.334596725694382,22.334596725694382
2022-04-21,28.864777809639293,28.864777809639293
2022-07-15,23.915725840685212,23.915725840685212
2020-08-12,16.732278951929782,16.732278951929782
2021-06-14,14.503237710054126,14.503237710054126
2020-10-07,17.272065369029367,17.272065369029367
2020-01-01,18.530217806242508,18.530217806242508
2022-03-28,25.294532926928085,25.294532926928085
2021-05-10,23.727684339113836,23.727684339113836
2020-03-07,17.542172511311517,17.542172511311517
2021-02-07,23.89403078373041,23.89403078373041
2021-07-17,13.188716358485749,13.188716358485749
2021-04-26,21.561587125713128,21.561587125713128
2021-07-25,20.880664998710532,20.880664998710532
2022-06-01,28.42174501029423,28.42174501029423
2020-10-21,30.3258137192308,30.3258137192308
2021-09-11,20.651607074389332,20.651607074389332
2022-01-13,22.499936119770037,22.499936119770037
2020-09-02,30.871195531766382,30.871195531766382
2020-09-14,19.910436389180404,19.910436389180404
2020-06-10,14.391535293291401,14.391535293291401
2021-12-27,17.582713203959084,17.582713203959084
2021-08-28,16.601043570585926,16.601043570585926
2022-08-11,12.348864191737075,12.348864191737075
2021-03-12,21.96390485385501,21.96390485385501
2022-05-05,4.8063566484396745,4.8063566484396745
2022-02-07,23.841878481255236,23.841878481255236
2020-09-04,24.696312553045175,24.696312553045175
2021-06-25,22.26938980096556,22.26938980096556
2020-08-27,21.7135280657606,21.7135280657606
2020-08-08,23.369229760995346,23.369229760995346
2022-08-15,26.09736270161357,26.09736270161357
2020-04-02,13.505004116507891,13.505004116507891
2020-04-24,24.25103390864098,24.25103390864098
2022-03-09,17.888056384475977,17.888056384475977
2022-09-06,15.168487609957742,15.168487609957742
2020-03-17,19.98940391973327,19.98940391973327
2022-09-08,22.021216133778584,22.021216133778584
2021-01-21,21.50984376932208,21.50984376932208
2020-05-12,23.389093578416475,23.389093578416475
2022-05-13,16.800783520361254,16.800783520361254
2022-09-17,25.5671539952052,25.5671539952052
2020-02-28,22.510450244939257,22.510450244939257
2020-10-16,24.26299148631751,24.26299148631751
2020-09-03,15.881538816203625,15.881538816203625
2020-12-30,26.14336683380087,26.14336683380087
2022-05-21,25.16463706174507,25.16463706174507
2020-02-10,18.31956500933269,18.31956500933269
2020-03-30,23.053669182347754,23.053669182347754
2020-07-11,22.14040370193078,22.14040370193078
2021-02-26,15.385082737209562,15.385082737209562
2020-03-09,32.7087908676059,32.7087908676059
2021-10-23,21.18891226119196,21.18891226119196
2021-01-07,20.348263859883986,20.348263859883986
2020-05-19,18.632534784728385,18.632534784728385
2021-01-23,18.97228091943682,18.97228091943682
2022-04-12,12.606319312461906,12.606319312461906
2020-04-28,23.773504144338155,23.773504144338155
2021-08-02,22.59919067036518,22.59919067036518
2022-07-11,18.01280279609921,18.01280279609921
2022-03-02,18.000302593528094,18.000302593528094
2020-12-16,9.816283288456614,9.816283288456614
2022-03-22,21.787515130499944,21.787515130499944
2021-03-10,22.123897622452393,22.123897622452393
2021-10-31,26.70747935492947,26.70747935492947
2022-07-20,23.10687947597385,23.10687947597385
2022-08-06,16.78732015310465,16.78732015310465
2020-01-15,12.345319987387736,12.345319987387736
2021-01-10,14.754070734254695,14.754070734254695
2020-03-23,22.274866972716925,22.274866972716925
2021-05-06,17.934950163287493,17.934950163287493
2021-11-28,22.65742239307842,22.65742239307842
2022-05-29,14.947209920144328,14.947209920144328
2022-07-25,31.215248205857765,31.215248205857765
2020-03-29,24.406345760695306,24.406345760695306
2020-12-29,27.43365514150417,27.43365514150417
2020-09-30,18.891499941694683,18.891499941694683
2020-06-21,24.502899737477478,24.502899737477478
2021-07-08,13.00425739398249,13.00425739398249
2020-04-13,26.656817898086782,26.656817898086782
2022-01-24,34.01518859200009,34.01518859200009
2021-11-04,29.968689128588323,29.968689128588323
2021-01-06,21.55292139746148,21.55292139746148
2020-02-15,22.776184228346054,22.776184228346054
2021-07-14,21.80579006860441,21.80579006860441
2022-01-18,21.194191343359723,21.194191343359723
2021-02-23,32.000158836411025,32.000158836411025
2021-08-27,20.231521413739234,20.231521413739234
2021-12-26,26.613261217984434,26.613261217984434
2020-01-12,24.309500892509423,24.309500892509423
2020-08-02,17.596618318959663,17.596618318959663
2020-12-10,26.753059449697556,26.753059449697556
2021-12-01,22.789098731201726,22.789098731201726
2021-12-21,20.7533326756091,20.7533326756091
2020-05-27,17.308233388384096,17.308233388384096
2020-10-26,25.057795680520684,25.057795680520684
2020-10-10,26.337210624415725,26.337210624415725
2022-01-15,25.571101154961898,25.571101154961898
2021-02-16,17.17050410564189,17.17050410564189
2021-09-21,20.046283174976846,20.046283174976846
2022-03-06,29.16555830031997,29.16555830031997
2022-01-11,15.994860439741155,15.994860439741155
2022-06-05,15.757023960903881,15.757023960903881
2022-01-05,22.254914941433867,22.254914941433867
2020-06-22,23.65119392729364,23.65119392729364
2021-03-08,14.868049639063553,14.868049639063553
2022-09-12,22.71150926187703,22.71150926187703
2020-08-14,19.441947737017276,19.441947737017276
2020-11-01,15.859454390047217,15.859454390047217
2020-02-01,18.05622346584592,18.05622346584592
2021-12-20,24.20341935781586,24.20341935781586
2021-04-28,25.80228320002827,25.80228320002827
2022-02-05,45.96311456967386,45.96311456967386
2020-10-12,22.24476850862796,22.24476850862796
2022-07-07,19.4923889324806,19.4923889324806
2021-04-27,7.637094847756952,7.637094847756952
2022-07-02,24.791115041936408,24.791115041936408
2022-09-04,17.583557328490258,17.583557328490258
2020-04-26,24.31884737659829,24.31884737659829
2021-09-10,-1.351714745310396,0.0
2021-10-14,18.538671597791883,18.538671597791883
2021-12-05,16.189406714007582,16.189406714007582
2020-04-05,24.151878579746537,24.151878579746537
2020-09-18,23.559091989767957,23.559091989767957
2021-09-27,21.346380139069275,21.346380139069275
2021-08-15,16.46561705704824,16.46561705704824
2021-07-28,19.577203293322,19.577203293322
2022-08-12,17.792775643620676,17.792775643620676
2020-04-12,19.559648072630193,19.559648072630193
2020-03-03,21.918349922298884,21.918349922298884
2020-07-23,20.97345811929321,20.97345811929321
2021-10-25,18.997552397436362,18.997552397436362
2021-11-17,16.311854133575483,16.311854133575483
2020-07-03,14.556396978144447,14.556396978144447
2021-11-09,-3.0089978103329926,0.0
2022-01-03,10.298570111946615,10.298570111946615
2020-04-01,22.38658636332046,22.38658636332046
2022-07-31,23.63806067271649,23.63806067271649
2021-12-09,20.06805204030429,20.06805204030429
2022-01-06,17.35329231362455,17.35329231362455
2022-04-16,15.225123627162844,15.225123627162844
2021-12-31,14.94636335671795,14.94636335671795
2021-02-15,17.972930612425248,17.972930612425248
2020-12-12,17.071441201179802,17.071441201179802
2021-04-25,21.560174431991566,21.560174431991566
2022-03-25,24.789321742993756,24.789321742993756
2020-01-30,21.03665488599459,21.03665488599459
2020-02-24,19.27105282220445,19.27105282220445
2021-05-02,18.079474700896817,18.079474700896817
2020-02-09,17.415862310618717,17.415862310618717
2020-06-06,23.241769198587427,23.241769198587427
2022-06-13,23.489079308330204,23.489079308330204
2020-05-26,24.74425136076756,24.74425136076756
2020-08-09,21.05795450487914,21.05795450487914
2021-11-15,10.71164043190957,10.71164043190957
2022-02-11,23.749738993554004,23.749738993554004
2021-08-25,16.2907237690315,16.2907237690315
2022-03-11,15.81050178335319,15.81050178335319
2021-01-29,18.56098117024159,18.56098117024159
2020-02-22,19.446014652751384,19.446014652751384
2021-09-14,20.36638342741802,20.36638342741802
2021-11-05,13.764846438162426,13.764846438162426
2020-12-25,6.188507826955949,6.188507826955949
2021-05-19,23.130094227994636,23.130094227994636
2021-02-06,24.89110972883447,24.89110972883447
2022-02-09,18.663366143454766,18.663366143454766
2021-02-25,22.045082193503276,22.045082193503276
2021-03-24,18.557241161835993,18.557241161835993
2020-06-14,20.364765914665643,20.364765914665643
2020-10-11,15.268268955372168,15.268268955372168
2020-03-21,15.468988931180345,15.468988931180345
2020-08-15,22.22433663833357,22.22433663833357
2021-03-23,15.156767408400286,15.156767408400286
2020-12-19,25.516503187040417,25.516503187040417
2020-11-06,20.62829236043007,20.62829236043007
2021-12-28,16.482063467058598,16.482063467058598
2020-09-16,20.06436532325402,20.06436532325402
2020-11-19,20.981177446364196,20.981177446364196
2020-01-10,25.763667923042558,25.763667923042558
2021-11-10,25.97088095450083,25.97088095450083
2021-06-13,27.435888509021318,27.435888509021318
2020-01-31,12.831305806235783,12.831305806235783
2022-02-28,22.951312611354748,22.951312611354748
2020-06-28,31.889466080647793,31.889466080647793
2020-01-28,21.627651588247833,21.627651588247833
2020-02-03,25.501292915725482,25.501292915725482
2020-11-30,18.859530370698714,18.859530370698714
2020-12-27,21.559098065059818,21.559098065059818
2020-10-20,27.10083874717207,27.10083874717207
2022-02-21,24.86808940056644,24.86808940056644
2022-08-17,23.293168282840377,23.293168282840377
2020-01-06,16.667728758488003,16.667728758488003
2020-07-16,15.673595634501016,15.673595634501016
2022-03-01,19.259369155580302,19.259369155580302
2021-01-27,14.121392395206387,14.121392395206387
2021-06-27,19.03777296974634,19.03777296974634
2022-02-27,17.594965226911427,17.594965226911427
2021-09-23,19.241281960992005,19.241281960992005
2022-05-15,13.066182170526456,13.066182170526456
2021-05-25,21.42865423425582,21.42865423425582
2020-05-02,18.460792623434806,18.460792623434806
2021-01-13,23.284416989436163,23.284416989436163
2020-02-08,23.13947263433255,23.13947263433255
2021-06-30,22.81152883322276,22.81152883322276
2021-06-07,22.068410029295432,22.068410029295432
2020-06-11,24.86158036068945,24.86158036068945
2020-03-08,13.446621988971643,13.446621988971643
2020-05-04,15.99368059562958,15.99368059562958
2020-01-05,12.463220237434506,12.463220237434506
2022-04-14,16.961765070910843,16.961765070910843
2022-01-29,24.863650502267618,24.863650502267618
2021-03-03,19.504645556596326,19.504645556596326
2022-08-24,16.147892031728464,16.147892031728464
2021-07-07,23.29572439330501,23.29572439330501
2021-05-21,27.639098847557847,27.639098847557847
2022-09-02,22.273097380323428,22.273097380323428
2021-02-03,13.333053308949001,13.333053308949001
2022-03-13,16.601215091208438,16.601215091208438
2020-12-18,29.55260409251219,29.55260409251219
2022-04-19,13.733213344447796,13.733213344447796
2022-04-28,19.399944481131534,19.399944481131534
2020-09-17,17.157942699705664,17.157942699705664
2020-11-29,29.65765345600287,29.65765345600287
2020-06-02,22.55374770257642,22.55374770257642
2021-01-31,17.241434276775433,17.241434276775433
2021-05-16,30.824891928051162,30.824891928051162
2021-01-08,23.029466086560856,23.029466086560856
2020-11-08,16.624326700292485,16.624326700292485
2020-02-12,19.838297113044202,19.838297113044202
2022-01-28,22.151285929745658,22.151285929745658
2021-06-06,19.933969117885027,19.933969117885027
2021-10-12,15.106331332083077,15.106331332083077
2022-04-26,25.943469619659187,25.943469619659187
2021-09-15,24.317939816414345,24.317939816414345
2021-11-13,21.106951714517457,21.106951714517457
2021-09-26,8.53460915316525,8.53460915316525
2022-01-20,24.90598406716432,24.90598406716432
2022-01-25,10.62825863760457,10.62825863760457
2022-02-19,25.229257682522462,25.229257682522462
2021-08-13,21.258959078712714,21.258959078712714
2021-03-21,17.959244373908373,17.959244373908373
2020-09-29,20.7360436539673,20.7360436539673
2022-05-27,13.786723576026196,13.786723576026196
2021-06-03,16.786039839299725,16.786039839299725
2021-01-12,16.41734136578725,16.41734136578725
2021-05-13,19.93882871593108,19.93882871593108
2022-05-28,13.21112507296291,13.21112507296291
2022-07-19,20.7526449009231,20.7526449009231
2022-08-05,13.239573478288225,13.239573478288225
2020-04-07,13.069608409492652,13.069608409492652
2020-05-08,12.85603852742851,12.85603852742851
2021-06-28,15.717909031863204,15.717909031863204
2021-01-14,14.225876154806183,14.225876154806183
2020-07-22,25.87084865291296,25.87084865291296
2020-12-09,22.01917925448204,22.01917925448204
2022-06-07,26.051072373288882,26.051072373288882
2022-03-19,13.694076378602515,13.694076378602515
2021-06-02,13.013156109284315,13.013156109284315
2022-02-18,16.007949064384825,16.007949064384825
2021-05-03,24.59188823863024,24.59188823863024
2020-08-25,20.36446262271108,20.36446262271108
2021-07-03,12.219448548650607,12.219448548650607
2021-02-04,11.541377244692384,11.541377244692384
2021-07-24,28.12689949295381,28.12689949295381
2020-08-20,20.621176083289793,20.621176083289793
2021-03-18,20.485489943906558,20.485489943906558
2020-04-08,28.386477846101577,28.386477846101577
2022-05-25,22.93107754425332,22.93107754425332
2022-09-05,22.743810915992714,22.743810915992714
2021-05-26,15.006206087678338,15.006206087678338
2021-09-04,18.240982528452466,18.240982528452466
2020-08-05,24.606591092299013,24.606591092299013
2020-12-26,18.7056515495715,18.7056515495715
2021-07-12,29.352636858949793,29.352636858949793
2022-07-08,11.891407683563669,11.891407683563669
2022-08-16,14.758337931875683,14.758337931875683
2020-08-13,9.59255515320172,9.59255515320172
2020-01-19,16.912271021350243,16.912271021350243
2020-06-17,18.900726194936198,18.900726194936198
2020-10-19,10.136162019985305,10.136162019985305
2021-08-30,11.127393783772884,11.127393783772884
2021-02-01,25.812169422800416,25.812169422800416
2021-06-24,17.843736475771518,17.843736475771518
2020-11-24,21.003312060104804,21.003312060104804
2022-05-12,28.995037961187165,28.995037961187165
2021-10-29,15.2602610164165,15.2602610164165
2020-04-03,19.630694698180715,19.630694698180715
2020-08-01,14.799978191420529,14.799978191420529
2020-12-03,22.542445633463636,22.542445633463636
